date,Start (ET),away_team,PTS,home_team,PTS.1,Arena,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
11/29/22,7:00p,New York Knicks,140,Detroit Pistons,110,Little Caesars Arena,New York Knicks,@,Detroit Pistons,Detroit Pistons,New York Knicks,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Tue,7:00:00 PM,19:00:00,N,11/29/22,Detroit PistonsNew York Knicks2022-11-29
11/29/22,7:30p,Golden State Warriors,113,Dallas Mavericks,116,American Airlines Center,Dallas Mavericks,,Golden State Warriors,Dallas Mavericks,Golden State Warriors,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Tue,7:30:00 PM,19:30:00,N,11/29/22,Dallas MavericksGolden State Warriors2022-11-29
11/29/22,10:00p,Los Angeles Clippers,118,Portland Trail Blazers,112,Moda Center,Los Angeles Clippers,@,Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,Western,Northwest,Western,Pacific,Pacific,Northwest,Western,Western,Tue,10:00:00 PM,22:00:00,N,11/29/22,Los Angeles ClippersPortland Trail Blazers2022-11-29
11/30/22,7:00p,Philadelphia 76ers,85,Cleveland Cavaliers,113,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Philadelphia 76ers,Cleveland Cavaliers,Philadelphia 76ers,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,11/30/22,Cleveland CavaliersPhiladelphia 76ers2022-11-30
11/30/22,7:00p,Atlanta Hawks,125,Orlando Magic,108,Amway Center,Atlanta Hawks,@,Orlando Magic,Atlanta Hawks,Orlando Magic,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,11/30/22,Atlanta HawksOrlando Magic2022-11-30
11/30/22,7:30p,Miami Heat,121,Boston Celtics,134,TD Garden,Boston Celtics,,Miami Heat,Boston Celtics,Miami Heat,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,11/30/22,Boston CelticsMiami Heat2022-11-30
11/30/22,7:30p,Washington Wizards,107,Brooklyn Nets,113,Barclays Center,Brooklyn Nets,,Washington Wizards,Brooklyn Nets,Washington Wizards,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,11/30/22,Brooklyn NetsWashington Wizards2022-11-30
11/30/22,7:30p,Milwaukee Bucks,109,New York Knicks,103,Madison Square Garden (IV),Milwaukee Bucks,@,New York Knicks,Milwaukee Bucks,New York Knicks,Eastern,Atlantic,Eastern,Central,Central,Atlantic,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,11/30/22,Milwaukee BucksNew York Knicks2022-11-30
11/30/22,8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,109,Target Center,Minnesota Timberwolves,,Memphis Grizzlies,Memphis Grizzlies,Minnesota Timberwolves,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,11/30/22,Memphis GrizzliesMinnesota Timberwolves2022-11-30
11/30/22,8:00p,Toronto Raptors,108,New Orleans Pelicans,126,Smoothie King Center,New Orleans Pelicans,,Toronto Raptors,New Orleans Pelicans,Toronto Raptors,Western,Southwest,Eastern,Atlantic,Southwest,Atlantic,Western,Eastern,Wed,8:00:00 PM,20:00:00,N,11/30/22,New Orleans PelicansToronto Raptors2022-11-30
11/30/22,8:00p,San Antonio Spurs,111,Oklahoma City Thunder,119,Paycom Center,Oklahoma City Thunder,,San Antonio Spurs,Oklahoma City Thunder,San Antonio Spurs,Western,Northwest,Western,Southwest,Northwest,Southwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,11/30/22,Oklahoma City ThunderSan Antonio Spurs2022-11-30
11/30/22,9:00p,Houston Rockets,100,Denver Nuggets,120,Ball Arena,Denver Nuggets,,Houston Rockets,Denver Nuggets,Houston Rockets,Western,Northwest,Western,Southwest,Northwest,Southwest,Western,Western,Wed,9:00:00 PM,21:00:00,N,11/30/22,Denver NuggetsHouston Rockets2022-11-30
11/30/22,9:00p,Chicago Bulls,113,Phoenix Suns,132,Footprint Center,Phoenix Suns,,Chicago Bulls,Chicago Bulls,Phoenix Suns,Western,Pacific,Eastern,Central,Central,Pacific,Eastern,Western,Wed,9:00:00 PM,21:00:00,N,11/30/22,Chicago BullsPhoenix Suns2022-11-30
11/30/22,9:00p,Los Angeles Clippers,112,Utah Jazz,125,Vivint Arena,Utah Jazz,,Los Angeles Clippers,Los Angeles Clippers,Utah Jazz,Western,Northwest,Western,Pacific,Pacific,Northwest,Western,Western,Wed,9:00:00 PM,21:00:00,N,11/30/22,Los Angeles ClippersUtah Jazz2022-11-30
11/30/22,10:00p,Indiana Pacers,114,Sacramento Kings,137,Golden 1 Center,Sacramento Kings,,Indiana Pacers,Indiana Pacers,Sacramento Kings,Western,Pacific,Eastern,Central,Central,Pacific,Eastern,Western,Wed,10:00:00 PM,22:00:00,N,11/30/22,Indiana PacersSacramento Kings2022-11-30
11/30/22,10:30p,Portland Trail Blazers,109,Los Angeles Lakers,128,Crypto.com Arena,Los Angeles Lakers,,Portland Trail Blazers,Los Angeles Lakers,Portland Trail Blazers,Western,Pacific,Western,Northwest,Pacific,Northwest,Western,Western,Wed,10:30:00 PM,22:30:00,N,11/30/22,Los Angeles LakersPortland Trail Blazers2022-11-30
12/1/21,7:00p,Atlanta Hawks,114,Indiana Pacers,111,Gainbridge Fieldhouse,Atlanta Hawks,@,Indiana Pacers,Atlanta Hawks,Indiana Pacers,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,12/1/21,Atlanta HawksIndiana Pacers2021-12-01
12/1/21,7:00p,Denver Nuggets,103,Orlando Magic,108,Amway Center,Orlando Magic,,Denver Nuggets,Denver Nuggets,Orlando Magic,Eastern,Southeast,Western,Northwest,Northwest,Southeast,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,12/1/21,Denver NuggetsOrlando Magic2021-12-01
12/1/21,7:00p,Minnesota Timberwolves,107,Washington Wizards,115,Capital One Arena,Washington Wizards,,Minnesota Timberwolves,Minnesota Timberwolves,Washington Wizards,Eastern,Southeast,Western,Northwest,Northwest,Southeast,Western,Eastern,Wed,7:00:00 PM,19:00:00,N,12/1/21,Minnesota TimberwolvesWashington Wizards2021-12-01
12/1/21,7:30p,Philadelphia 76ers,87,Boston Celtics,88,TD Garden,Boston Celtics,,Philadelphia 76ers,Boston Celtics,Philadelphia 76ers,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,12/1/21,Boston CelticsPhiladelphia 76ers2021-12-01
12/1/21,7:30p,Cleveland Cavaliers,111,Miami Heat,85,FTX Arena,Cleveland Cavaliers,@,Miami Heat,Cleveland Cavaliers,Miami Heat,Eastern,Southeast,Eastern,Central,Central,Southeast,Western,Eastern,Wed,7:30:00 PM,19:30:00,N,12/1/21,Cleveland CavaliersMiami Heat2021-12-01
12/1/21,8:00p,Charlotte Hornets,125,Milwaukee Bucks,127,Fiserv Forum,Milwaukee Bucks,,Charlotte Hornets,Charlotte Hornets,Milwaukee Bucks,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Wed,8:00:00 PM,20:00:00,N,12/1/21,Charlotte HornetsMilwaukee Bucks2021-12-01
12/1/21,8:00p,Dallas Mavericks,139,New Orleans Pelicans,107,Smoothie King Center,Dallas Mavericks,@,New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,12/1/21,Dallas MavericksNew Orleans Pelicans2021-12-01
12/1/21,8:00p,Houston Rockets,114,Oklahoma City Thunder,110,Paycom Center,Houston Rockets,@,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Western,Northwest,Western,Southwest,Southwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,12/1/21,Houston RocketsOklahoma City Thunder2021-12-01
12/1/21,10:30p,Sacramento Kings,124,Los Angeles Clippers,115,Crypto.com Arena,Sacramento Kings,@,Los Angeles Clippers,Los Angeles Clippers,Sacramento Kings,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Wed,10:30:00 PM,22:30:00,N,12/1/21,Los Angeles ClippersSacramento Kings2021-12-01
12/2/21,7:30p,Chicago Bulls,119,New York Knicks,115,Madison Square Garden (IV),Chicago Bulls,@,New York Knicks,Chicago Bulls,New York Knicks,Eastern,Atlantic,Eastern,Central,Central,Atlantic,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,12/2/21,Chicago BullsNew York Knicks2021-12-02
12/2/21,7:30p,Milwaukee Bucks,93,Toronto Raptors,97,Scotiabank Arena,Toronto Raptors,,Milwaukee Bucks,Milwaukee Bucks,Toronto Raptors,Eastern,Atlantic,Eastern,Central,Central,Atlantic,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,12/2/21,Milwaukee BucksToronto Raptors2021-12-02
12/2/21,8:00p,Oklahoma City Thunder,79,Memphis Grizzlies,152,FedEx Forum,Memphis Grizzlies,,Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City Thunder,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Thu,8:00:00 PM,20:00:00,N,12/2/21,Memphis GrizzliesOklahoma City Thunder2021-12-02
12/2/21,9:00p,Detroit Pistons,103,Phoenix Suns,114,Phoenix Suns Arena,Phoenix Suns,,Detroit Pistons,Detroit Pistons,Phoenix Suns,Western,Pacific,Eastern,Central,Central,Pacific,Eastern,Western,Thu,9:00:00 PM,21:00:00,N,12/2/21,Detroit PistonsPhoenix Suns2021-12-02
12/2/21,10:00p,San Antonio Spurs,114,Portland Trail Blazers,83,Moda Center,San Antonio Spurs,@,Portland Trail Blazers,Portland Trail Blazers,San Antonio Spurs,Western,Northwest,Western,Southwest,Northwest,Southwest,Western,Western,Thu,10:00:00 PM,22:00:00,N,12/2/21,Portland Trail BlazersSan Antonio Spurs2021-12-02
12/3/21,7:00p,Miami Heat,113,Indiana Pacers,104,Gainbridge Fieldhouse,Miami Heat,@,Indiana Pacers,Indiana Pacers,Miami Heat,Eastern,Central,Eastern,Southeast,Central,Southeast,Eastern,Eastern,Fri,7:00:00 PM,19:00:00,N,12/3/21,Indiana PacersMiami Heat2021-12-03
12/3/21,7:00p,Cleveland Cavaliers,116,Washington Wizards,101,Capital One Arena,Cleveland Cavaliers,@,Washington Wizards,Cleveland Cavaliers,Washington Wizards,Eastern,Southeast,Eastern,Central,Central,Southeast,Western,Eastern,Fri,7:00:00 PM,19:00:00,N,12/3/21,Cleveland CavaliersWashington Wizards2021-12-03
12/3/21,7:30p,Philadelphia 76ers,98,Atlanta Hawks,96,State Farm Arena,Philadelphia 76ers,@,Atlanta Hawks,Atlanta Hawks,Philadelphia 76ers,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Fri,7:30:00 PM,19:30:00,N,12/3/21,Atlanta HawksPhiladelphia 76ers2021-12-03
12/3/21,7:30p,Minnesota Timberwolves,105,Brooklyn Nets,110,Barclays Center,Brooklyn Nets,,Minnesota Timberwolves,Brooklyn Nets,Minnesota Timberwolves,Eastern,Atlantic,Western,Northwest,Atlantic,Northwest,Eastern,Western,Fri,7:30:00 PM,19:30:00,N,12/3/21,Brooklyn NetsMinnesota Timberwolves2021-12-03
12/3/21,8:00p,Orlando Magic,116,Houston Rockets,118,Toyota Center,Houston Rockets,,Orlando Magic,Houston Rockets,Orlando Magic,Western,Southwest,Eastern,Southeast,Southwest,Southeast,Western,Eastern,Fri,8:00:00 PM,20:00:00,N,12/3/21,Houston RocketsOrlando Magic2021-12-03
12/3/21,8:30p,New Orleans Pelicans,107,Dallas Mavericks,91,American Airlines Center,New Orleans Pelicans,@,Dallas Mavericks,Dallas Mavericks,New Orleans Pelicans,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Fri,8:30:00 PM,20:30:00,N,12/3/21,Dallas MavericksNew Orleans Pelicans2021-12-03
12/3/21,9:00p,Boston Celtics,130,Utah Jazz,137,Vivint Smart Home Arena,Utah Jazz,,Boston Celtics,Boston Celtics,Utah Jazz,Western,Northwest,Eastern,Atlantic,Atlantic,Northwest,Eastern,Western,Fri,9:00:00 PM,21:00:00,N,12/3/21,Boston CelticsUtah Jazz2021-12-03
12/3/21,10:00p,Phoenix Suns,96,Golden State Warriors,118,Chase Center,Golden State Warriors,,Phoenix Suns,Golden State Warriors,Phoenix Suns,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Fri,10:00:00 PM,22:00:00,N,12/3/21,Golden State WarriorsPhoenix Suns2021-12-03
12/3/21,10:00p,Los Angeles Clippers,119,Los Angeles Lakers,115,Crypto.com Arena,Los Angeles Clippers,@,Los Angeles Lakers,Los Angeles Clippers,Los Angeles Lakers,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Fri,10:00:00 PM,22:00:00,N,12/3/21,Los Angeles ClippersLos Angeles Lakers2021-12-03
12/4/21,1:00p,Denver Nuggets,113,New York Knicks,99,Madison Square Garden (IV),Denver Nuggets,@,New York Knicks,Denver Nuggets,New York Knicks,Eastern,Atlantic,Eastern,Northwest,Northwest,Atlantic,Western,Eastern,Sat,1:00:00 PM,13:00:00,D,12/4/21,Denver NuggetsNew York Knicks2021-12-04
12/4/21,8:00p,Chicago Bulls,111,Brooklyn Nets,107,Barclays Center,Chicago Bulls,@,Brooklyn Nets,Brooklyn Nets,Chicago Bulls,Eastern,Atlantic,Eastern,Central,Atlantic,Central,Eastern,Eastern,Sat,8:00:00 PM,20:00:00,N,12/4/21,Brooklyn NetsChicago Bulls2021-12-04
12/4/21,8:00p,Miami Heat,102,Milwaukee Bucks,124,Fiserv Forum,Milwaukee Bucks,,Miami Heat,Miami Heat,Milwaukee Bucks,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Sat,8:00:00 PM,20:00:00,N,12/4/21,Miami HeatMilwaukee Bucks2021-12-04
12/4/21,8:30p,Memphis Grizzlies,97,Dallas Mavericks,90,American Airlines Center,Memphis Grizzlies,@,Dallas Mavericks,Dallas Mavericks,Memphis Grizzlies,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Sat,8:30:00 PM,20:30:00,N,12/4/21,Dallas MavericksMemphis Grizzlies2021-12-04
12/4/21,8:30p,San Antonio Spurs,112,Golden State Warriors,107,Chase Center,San Antonio Spurs,@,Golden State Warriors,Golden State Warriors,San Antonio Spurs,Western,Pacific,Western,Southwest,Pacific,Southwest,Western,Western,Sat,8:30:00 PM,20:30:00,N,12/4/21,Golden State WarriorsSan Antonio Spurs2021-12-04
12/4/21,10:00p,Boston Celtics,145,Portland Trail Blazers,117,Moda Center,Boston Celtics,@,Portland Trail Blazers,Boston Celtics,Portland Trail Blazers,Western,Northwest,Western,Atlantic,Atlantic,Northwest,Eastern,Western,Sat,10:00:00 PM,22:00:00,N,12/4/21,Boston CelticsPortland Trail Blazers2021-12-04
12/4/21,10:00p,Los Angeles Clippers,99,Sacramento Kings,104,Golden 1 Center,Sacramento Kings,,Los Angeles Clippers,Los Angeles Clippers,Sacramento Kings,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Sat,10:00:00 PM,22:00:00,N,12/4/21,Los Angeles ClippersSacramento Kings2021-12-04
12/5/21,3:30p,Utah Jazz,109,Cleveland Cavaliers,108,Rocket Mortgage Fieldhouse,Utah Jazz,@,Cleveland Cavaliers,Cleveland Cavaliers,Utah Jazz,Western,Central,Western,Northwest,Central,Northwest,Western,Western,Sun,3:30:00 PM,15:30:00,D,12/5/21,Cleveland CavaliersUtah Jazz2021-12-05
12/5/21,6:00p,Charlotte Hornets,130,Atlanta Hawks,127,State Farm Arena,Charlotte Hornets,@,Atlanta Hawks,Atlanta Hawks,Charlotte Hornets,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Sun,6:00:00 PM,18:00:00,N,12/5/21,Atlanta HawksCharlotte Hornets2021-12-05
12/5/21,6:00p,Washington Wizards,90,Toronto Raptors,102,Scotiabank Arena,Toronto Raptors,,Washington Wizards,Toronto Raptors,Washington Wizards,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Sun,6:00:00 PM,18:00:00,N,12/5/21,Toronto RaptorsWashington Wizards2021-12-05
12/5/21,7:00p,New Orleans Pelicans,108,Houston Rockets,118,Toyota Center,Houston Rockets,,New Orleans Pelicans,Houston Rockets,New Orleans Pelicans,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Sun,7:00:00 PM,19:00:00,N,12/5/21,Houston RocketsNew Orleans Pelicans2021-12-05
12/6/21,7:00p,Philadelphia 76ers,127,Charlotte Hornets,124,Spectrum Center,Philadelphia 76ers,@,Charlotte Hornets,Charlotte Hornets,Philadelphia 76ers,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,12/6/21,Charlotte HornetsPhiladelphia 76ers2021-12-06
12/6/21,7:00p,Oklahoma City Thunder,114,Detroit Pistons,103,Little Caesars Arena,Oklahoma City Thunder,@,Detroit Pistons,Detroit Pistons,Oklahoma City Thunder,Eastern,Central,Eastern,Northwest,Central,Northwest,Eastern,Western,Mon,7:00:00 PM,19:00:00,N,12/6/21,Detroit PistonsOklahoma City Thunder2021-12-06
12/6/21,7:00p,Washington Wizards,110,Indiana Pacers,116,Gainbridge Fieldhouse,Indiana Pacers,,Washington Wizards,Indiana Pacers,Washington Wizards,Eastern,Central,Eastern,Southeast,Central,Southeast,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,12/6/21,Indiana PacersWashington Wizards2021-12-06
12/6/21,7:30p,Memphis Grizzlies,105,Miami Heat,90,FTX Arena,Memphis Grizzlies,@,Miami Heat,Memphis Grizzlies,Miami Heat,Eastern,Southeast,Eastern,Southwest,Southwest,Southeast,Western,Eastern,Mon,7:30:00 PM,19:30:00,N,12/6/21,Memphis GrizzliesMiami Heat2021-12-06
12/6/21,8:00p,Denver Nuggets,97,Chicago Bulls,109,United Center,Chicago Bulls,,Denver Nuggets,Chicago Bulls,Denver Nuggets,Eastern,Central,Western,Northwest,Central,Northwest,Eastern,Western,Mon,8:00:00 PM,20:00:00,N,12/6/21,Chicago BullsDenver Nuggets2021-12-06
12/6/21,8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,112,Fiserv Forum,Milwaukee Bucks,,Cleveland Cavaliers,Cleveland Cavaliers,Milwaukee Bucks,Eastern,Central,Western,Central,Central,Central,Western,Eastern,Mon,8:00:00 PM,20:00:00,N,12/6/21,Cleveland CavaliersMilwaukee Bucks2021-12-06
12/6/21,8:00p,Atlanta Hawks,121,Minnesota Timberwolves,110,Target Center,Atlanta Hawks,@,Minnesota Timberwolves,Atlanta Hawks,Minnesota Timberwolves,Western,Northwest,Western,Southeast,Southeast,Northwest,Eastern,Western,Mon,8:00:00 PM,20:00:00,N,12/6/21,Atlanta HawksMinnesota Timberwolves2021-12-06
12/6/21,9:00p,San Antonio Spurs,104,Phoenix Suns,108,Phoenix Suns Arena,Phoenix Suns,,San Antonio Spurs,Phoenix Suns,San Antonio Spurs,Western,Pacific,Western,Southwest,Pacific,Southwest,Western,Western,Mon,9:00:00 PM,21:00:00,N,12/6/21,Phoenix SunsSan Antonio Spurs2021-12-06
12/6/21,10:00p,Orlando Magic,95,Golden State Warriors,126,Chase Center,Golden State Warriors,,Orlando Magic,Golden State Warriors,Orlando Magic,Western,Pacific,Eastern,Southeast,Pacific,Southeast,Western,Eastern,Mon,10:00:00 PM,22:00:00,N,12/6/21,Golden State WarriorsOrlando Magic2021-12-06
12/6/21,10:00p,Los Angeles Clippers,102,Portland Trail Blazers,90,Moda Center,Los Angeles Clippers,@,Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,Western,Northwest,Western,Pacific,Pacific,Northwest,Western,Western,Mon,10:00:00 PM,22:00:00,N,12/6/21,Los Angeles ClippersPortland Trail Blazers2021-12-06
12/7/21,7:30p,Brooklyn Nets,102,Dallas Mavericks,99,American Airlines Center,Brooklyn Nets,@,Dallas Mavericks,Brooklyn Nets,Dallas Mavericks,Western,Southwest,Western,Atlantic,Atlantic,Southwest,Eastern,Western,Tue,7:30:00 PM,19:30:00,N,12/7/21,Brooklyn NetsDallas Mavericks2021-12-07
12/7/21,8:30p,New York Knicks,121,San Antonio Spurs,109,AT&T Center,New York Knicks,@,San Antonio Spurs,New York Knicks,San Antonio Spurs,Western,Southwest,Western,Atlantic,Atlantic,Southwest,Eastern,Western,Tue,8:30:00 PM,20:30:00,N,12/7/21,New York KnicksSan Antonio Spurs2021-12-07
12/7/21,10:00p,Boston Celtics,102,Los Angeles Lakers,117,Crypto.com Arena,Los Angeles Lakers,,Boston Celtics,Boston Celtics,Los Angeles Lakers,Western,Pacific,Eastern,Atlantic,Atlantic,Pacific,Eastern,Western,Tue,10:00:00 PM,22:00:00,N,12/7/21,Boston CelticsLos Angeles Lakers2021-12-07
12/8/21,7:00p,Philadelphia 76ers,110,Charlotte Hornets,106,Spectrum Center,Philadelphia 76ers,@,Charlotte Hornets,Charlotte Hornets,Philadelphia 76ers,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,12/8/21,Charlotte HornetsPhiladelphia 76ers2021-12-08
12/8/21,7:00p,Chicago Bulls,92,Cleveland Cavaliers,115,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Chicago Bulls,Chicago Bulls,Cleveland Cavaliers,Western,Central,Eastern,Central,Central,Central,Eastern,Western,Wed,7:00:00 PM,19:00:00,N,12/8/21,Chicago BullsCleveland Cavaliers2021-12-08
12/8/21,7:00p,Washington Wizards,119,Detroit Pistons,116,Little Caesars Arena,Washington Wizards,@,Detroit Pistons,Detroit Pistons,Washington Wizards,Eastern,Central,Eastern,Southeast,Central,Southeast,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,12/8/21,Detroit PistonsWashington Wizards2021-12-08
12/8/21,7:00p,New York Knicks,102,Indiana Pacers,122,Gainbridge Fieldhouse,Indiana Pacers,,New York Knicks,Indiana Pacers,New York Knicks,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,12/8/21,Indiana PacersNew York Knicks2021-12-08
12/8/21,7:30p,Milwaukee Bucks,104,Miami Heat,113,FTX Arena,Miami Heat,,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,Eastern,Southeast,Eastern,Central,Southeast,Central,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,12/8/21,Miami HeatMilwaukee Bucks2021-12-08
12/8/21,7:30p,Oklahoma City Thunder,110,Toronto Raptors,109,Scotiabank Arena,Oklahoma City Thunder,@,Toronto Raptors,Oklahoma City Thunder,Toronto Raptors,Eastern,Atlantic,Eastern,Northwest,Northwest,Atlantic,Western,Eastern,Wed,7:30:00 PM,19:30:00,N,12/8/21,Oklahoma City ThunderToronto Raptors2021-12-08
12/8/21,8:00p,Brooklyn Nets,104,Houston Rockets,114,Toyota Center,Houston Rockets,,Brooklyn Nets,Brooklyn Nets,Houston Rockets,Western,Southwest,Eastern,Atlantic,Atlantic,Southwest,Eastern,Western,Wed,8:00:00 PM,20:00:00,N,12/8/21,Brooklyn NetsHouston Rockets2021-12-08
12/8/21,8:00p,Dallas Mavericks,104,Memphis Grizzlies,96,FedEx Forum,Dallas Mavericks,@,Memphis Grizzlies,Dallas Mavericks,Memphis Grizzlies,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,12/8/21,Dallas MavericksMemphis Grizzlies2021-12-08
12/8/21,8:00p,Utah Jazz,136,Minnesota Timberwolves,104,Target Center,Utah Jazz,@,Minnesota Timberwolves,Minnesota Timberwolves,Utah Jazz,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,12/8/21,Minnesota TimberwolvesUtah Jazz2021-12-08
12/8/21,8:00p,Denver Nuggets,120,New Orleans Pelicans,114,Smoothie King Center,Denver Nuggets,@,New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,Western,Southwest,Western,Northwest,Northwest,Southwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,12/8/21,Denver NuggetsNew Orleans Pelicans2021-12-08
