date,away_team,PTS,home_team,PTS.1,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
12/17/2021,Dallas Stars,1,St. Louis Blues,4,St. Louis Blues,,Dallas Stars,Dallas Stars,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/17/2021,Washington Capitals,5,Winnipeg Jets,2,Washington Capitals,@,Winnipeg Jets,Washington Capitals,Winnipeg Jets,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
12/18/2021,Los Angeles Kings,1,Carolina Hurricanes,5,Carolina Hurricanes,,Los Angeles Kings,Carolina Hurricanes,Los Angeles Kings,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
12/18/2021,Chicago Blackhawks,3,Dallas Stars,4,Dallas Stars,,Chicago Blackhawks,Chicago Blackhawks,Dallas Stars,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/18/2021,New Jersey Devils,2,Detroit Red Wings,5,Detroit Red Wings,,New Jersey Devils,Detroit Red Wings,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/18/2021,Ottawa Senators,3,Philadelphia Flyers,4,Philadelphia Flyers,,Ottawa Senators,Ottawa Senators,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/18/2021,Edmonton Oilers,5,Seattle Kraken,3,Edmonton Oilers,@,Seattle Kraken,Edmonton Oilers,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/19/2021,Pittsburgh Penguins,3,New Jersey Devils,2,Pittsburgh Penguins,@,New Jersey Devils,New Jersey Devils,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
12/19/2021,Vegas Golden Knights,4,New York Islanders,3,Vegas Golden Knights,@,New York Islanders,New York Islanders,Vegas Golden Knights,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
12/19/2021,St. Louis Blues,2,Winnipeg Jets,4,Winnipeg Jets,,St. Louis Blues,St. Louis Blues,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/19/2021,Los Angeles Kings,3,Washington Capitals,2,Los Angeles Kings,@,Washington Capitals,Los Angeles Kings,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/20/2021,Minnesota Wild,4,Dallas Stars,7,Dallas Stars,,Minnesota Wild,Dallas Stars,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/21/2021,Tampa Bay Lightning,4,Vegas Golden Knights,3,Tampa Bay Lightning,@,Vegas Golden Knights,Tampa Bay Lightning,Vegas Golden Knights,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
12/28/2021,Vegas Golden Knights,6,Los Angeles Kings,3,Vegas Golden Knights,@,Los Angeles Kings,Los Angeles Kings,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/28/2021,Arizona Coyotes,7,San Jose Sharks,8,San Jose Sharks,,Arizona Coyotes,Arizona Coyotes,San Jose Sharks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/28/2021,Montreal Canadiens,4,Tampa Bay Lightning,5,Tampa Bay Lightning,,Montreal Canadiens,Montreal Canadiens,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/29/2021,Vancouver Canucks,2,Anaheim Ducks,1,Vancouver Canucks,@,Anaheim Ducks,Anaheim Ducks,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/29/2021,New Jersey Devils,4,Buffalo Sabres,3,New Jersey Devils,@,Buffalo Sabres,Buffalo Sabres,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/29/2021,New York Rangers,3,Florida Panthers,4,Florida Panthers,,New York Rangers,Florida Panthers,New York Rangers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/29/2021,Philadelphia Flyers,3,Seattle Kraken,2,Philadelphia Flyers,@,Seattle Kraken,Philadelphia Flyers,Seattle Kraken,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
12/29/2021,Edmonton Oilers,2,St. Louis Blues,4,St. Louis Blues,,Edmonton Oilers,Edmonton Oilers,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/29/2021,Nashville Predators,3,Washington Capitals,5,Washington Capitals,,Nashville Predators,Nashville Predators,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/30/2021,Montreal Canadiens,0,Carolina Hurricanes,4,Carolina Hurricanes,,Montreal Canadiens,Carolina Hurricanes,Montreal Canadiens,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/30/2021,Nashville Predators,3,Columbus Blue Jackets,4,Columbus Blue Jackets,,Nashville Predators,Columbus Blue Jackets,Nashville Predators,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
12/30/2021,Tampa Bay Lightning,3,Florida Panthers,9,Florida Panthers,,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
12/30/2021,Vancouver Canucks,1,Los Angeles Kings,2,Los Angeles Kings,,Vancouver Canucks,Los Angeles Kings,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/30/2021,Buffalo Sabres,1,New York Islanders,4,New York Islanders,,Buffalo Sabres,Buffalo Sabres,New York Islanders,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/30/2021,Calgary Flames,6,Seattle Kraken,4,Calgary Flames,@,Seattle Kraken,Calgary Flames,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
12/30/2021,Philadelphia Flyers,2,San Jose Sharks,3,San Jose Sharks,,Philadelphia Flyers,Philadelphia Flyers,San Jose Sharks,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
12/31/2021,Washington Capitals,3,Detroit Red Wings,1,Washington Capitals,@,Detroit Red Wings,Detroit Red Wings,Washington Capitals,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
12/31/2021,Edmonton Oilers,5,New Jersey Devils,6,New Jersey Devils,,Edmonton Oilers,Edmonton Oilers,New Jersey Devils,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
12/31/2021,New York Rangers,4,Tampa Bay Lightning,3,New York Rangers,@,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
12/31/2021,Anaheim Ducks,1,Vegas Golden Knights,3,Vegas Golden Knights,,Anaheim Ducks,Anaheim Ducks,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/1/2022,Buffalo Sabres,3,Boston Bruins,4,Boston Bruins,,Buffalo Sabres,Boston Bruins,Buffalo Sabres,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/1/2022,Carolina Hurricanes,7,Columbus Blue Jackets,4,Carolina Hurricanes,@,Columbus Blue Jackets,Carolina Hurricanes,Columbus Blue Jackets,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/1/2022,Montreal Canadiens,2,Florida Panthers,5,Florida Panthers,,Montreal Canadiens,Florida Panthers,Montreal Canadiens,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/1/2022,Philadelphia Flyers,3,Los Angeles Kings,6,Los Angeles Kings,,Philadelphia Flyers,Los Angeles Kings,Philadelphia Flyers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/1/2022,St. Louis Blues,6,Minnesota Wild,4,St. Louis Blues,@,Minnesota Wild,Minnesota Wild,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/1/2022,Chicago Blackhawks,1,Nashville Predators,6,Nashville Predators,,Chicago Blackhawks,Chicago Blackhawks,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/1/2022,Edmonton Oilers,2,New York Islanders,3,New York Islanders,,Edmonton Oilers,Edmonton Oilers,New York Islanders,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/1/2022,Vancouver Canucks,5,Seattle Kraken,2,Vancouver Canucks,@,Seattle Kraken,Seattle Kraken,Vancouver Canucks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/1/2022,Ottawa Senators,0,Toronto Maple Leafs,6,Toronto Maple Leafs,,Ottawa Senators,Ottawa Senators,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/2/2022,Calgary Flames,5,Chicago Blackhawks,1,Calgary Flames,@,Chicago Blackhawks,Calgary Flames,Chicago Blackhawks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/2/2022,Anaheim Ducks,2,Colorado Avalanche,4,Colorado Avalanche,,Anaheim Ducks,Anaheim Ducks,Colorado Avalanche,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/2/2022,Boston Bruins,5,Detroit Red Wings,1,Boston Bruins,@,Detroit Red Wings,Boston Bruins,Detroit Red Wings,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/2/2022,Tampa Bay Lightning,0,New York Rangers,4,New York Rangers,,Tampa Bay Lightning,New York Rangers,Tampa Bay Lightning,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/2/2022,San Jose Sharks,5,Pittsburgh Penguins,8,Pittsburgh Penguins,,San Jose Sharks,Pittsburgh Penguins,San Jose Sharks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/2/2022,Winnipeg Jets,5,Vegas Golden Knights,4,Winnipeg Jets,@,Vegas Golden Knights,Vegas Golden Knights,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/2/2022,New Jersey Devils,4,Washington Capitals,3,New Jersey Devils,@,Washington Capitals,New Jersey Devils,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/3/2022,Edmonton Oilers,1,New York Rangers,4,New York Rangers,,Edmonton Oilers,Edmonton Oilers,New York Rangers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/4/2022,Philadelphia Flyers,1,Anaheim Ducks,4,Anaheim Ducks,,Philadelphia Flyers,Anaheim Ducks,Philadelphia Flyers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/4/2022,Winnipeg Jets,3,Arizona Coyotes,1,Winnipeg Jets,@,Arizona Coyotes,Arizona Coyotes,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/4/2022,New Jersey Devils,3,Boston Bruins,5,Boston Bruins,,New Jersey Devils,Boston Bruins,New Jersey Devils,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/4/2022,Tampa Bay Lightning,7,Columbus Blue Jackets,2,Tampa Bay Lightning,@,Columbus Blue Jackets,Columbus Blue Jackets,Tampa Bay Lightning,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/4/2022,Colorado Avalanche,4,Chicago Blackhawks,3,Colorado Avalanche,@,Chicago Blackhawks,Chicago Blackhawks,Colorado Avalanche,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/4/2022,San Jose Sharks,2,Detroit Red Wings,6,Detroit Red Wings,,San Jose Sharks,Detroit Red Wings,San Jose Sharks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/4/2022,Calgary Flames,2,Florida Panthers,6,Florida Panthers,,Calgary Flames,Calgary Flames,Florida Panthers,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/4/2022,Nashville Predators,3,Vegas Golden Knights,2,Nashville Predators,@,Vegas Golden Knights,Nashville Predators,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/5/2022,St. Louis Blues,3,Pittsburgh Penguins,5,Pittsburgh Penguins,,St. Louis Blues,Pittsburgh Penguins,St. Louis Blues,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/5/2022,Edmonton Oilers,2,Toronto Maple Leafs,4,Toronto Maple Leafs,,Edmonton Oilers,Edmonton Oilers,Toronto Maple Leafs,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/6/2022,Chicago Blackhawks,4,Arizona Coyotes,6,Arizona Coyotes,,Chicago Blackhawks,Arizona Coyotes,Chicago Blackhawks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/6/2022,Minnesota Wild,3,Boston Bruins,2,Minnesota Wild,@,Boston Bruins,Boston Bruins,Minnesota Wild,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/6/2022,San Jose Sharks,3,Buffalo Sabres,2,San Jose Sharks,@,Buffalo Sabres,Buffalo Sabres,San Jose Sharks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/6/2022,Winnipeg Jets,1,Colorado Avalanche,7,Colorado Avalanche,,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/6/2022,Florida Panthers,5,Dallas Stars,6,Dallas Stars,,Florida Panthers,Dallas Stars,Florida Panthers,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/6/2022,Nashville Predators,4,Los Angeles Kings,2,Nashville Predators,@,Los Angeles Kings,Los Angeles Kings,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/6/2022,Columbus Blue Jackets,1,New Jersey Devils,3,New Jersey Devils,,Columbus Blue Jackets,Columbus Blue Jackets,New Jersey Devils,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/6/2022,Pittsburgh Penguins,6,Philadelphia Flyers,2,Pittsburgh Penguins,@,Philadelphia Flyers,Philadelphia Flyers,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/6/2022,Calgary Flames,1,Tampa Bay Lightning,4,Tampa Bay Lightning,,Calgary Flames,Calgary Flames,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/6/2022,New York Rangers,1,Vegas Golden Knights,5,Vegas Golden Knights,,New York Rangers,New York Rangers,Vegas Golden Knights,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/7/2022,Calgary Flames,3,Carolina Hurricanes,6,Carolina Hurricanes,,Calgary Flames,Calgary Flames,Carolina Hurricanes,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/7/2022,Washington Capitals,1,St. Louis Blues,5,St. Louis Blues,,Washington Capitals,St. Louis Blues,Washington Capitals,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/8/2022,New York Rangers,4,Anaheim Ducks,1,New York Rangers,@,Anaheim Ducks,Anaheim Ducks,New York Rangers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/8/2022,Nashville Predators,4,Arizona Coyotes,2,Nashville Predators,@,Arizona Coyotes,Arizona Coyotes,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/8/2022,Florida Panthers,4,Carolina Hurricanes,3,Florida Panthers,@,Carolina Hurricanes,Carolina Hurricanes,Florida Panthers,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
1/8/2022,New Jersey Devils,3,Columbus Blue Jackets,4,Columbus Blue Jackets,,New Jersey Devils,Columbus Blue Jackets,New Jersey Devils,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/8/2022,Toronto Maple Leafs,4,Colorado Avalanche,5,Colorado Avalanche,,Toronto Maple Leafs,Colorado Avalanche,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/8/2022,Pittsburgh Penguins,2,Dallas Stars,3,Dallas Stars,,Pittsburgh Penguins,Dallas Stars,Pittsburgh Penguins,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/8/2022,Detroit Red Wings,0,Los Angeles Kings,4,Los Angeles Kings,,Detroit Red Wings,Detroit Red Wings,Los Angeles Kings,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/8/2022,Washington Capitals,2,Minnesota Wild,3,Minnesota Wild,,Washington Capitals,Minnesota Wild,Washington Capitals,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/8/2022,San Jose Sharks,3,Philadelphia Flyers,2,San Jose Sharks,@,Philadelphia Flyers,Philadelphia Flyers,San Jose Sharks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/8/2022,Boston Bruins,5,Tampa Bay Lightning,2,Boston Bruins,@,Tampa Bay Lightning,Boston Bruins,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/8/2022,Chicago Blackhawks,2,Vegas Golden Knights,1,Chicago Blackhawks,@,Vegas Golden Knights,Chicago Blackhawks,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/9/2022,Detroit Red Wings,3,Anaheim Ducks,4,Anaheim Ducks,,Detroit Red Wings,Anaheim Ducks,Detroit Red Wings,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/9/2022,Dallas Stars,1,St. Louis Blues,2,St. Louis Blues,,Dallas Stars,Dallas Stars,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/10/2022,Seattle Kraken,3,Colorado Avalanche,4,Colorado Avalanche,,Seattle Kraken,Colorado Avalanche,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/10/2022,New York Rangers,1,Los Angeles Kings,3,Los Angeles Kings,,New York Rangers,Los Angeles Kings,New York Rangers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/10/2022,Boston Bruins,7,Washington Capitals,3,Boston Bruins,@,Washington Capitals,Boston Bruins,Washington Capitals,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/11/2022,Pittsburgh Penguins,4,Anaheim Ducks,1,Pittsburgh Penguins,@,Anaheim Ducks,Anaheim Ducks,Pittsburgh Penguins,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/11/2022,Tampa Bay Lightning,6,Buffalo Sabres,1,Tampa Bay Lightning,@,Buffalo Sabres,Buffalo Sabres,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/11/2022,Chicago Blackhawks,4,Columbus Blue Jackets,2,Chicago Blackhawks,@,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
1/11/2022,Vancouver Canucks,2,Florida Panthers,5,Florida Panthers,,Vancouver Canucks,Florida Panthers,Vancouver Canucks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/11/2022,Colorado Avalanche,4,Nashville Predators,5,Nashville Predators,,Colorado Avalanche,Colorado Avalanche,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/11/2022,Detroit Red Wings,2,San Jose Sharks,3,San Jose Sharks,,Detroit Red Wings,Detroit Red Wings,San Jose Sharks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/11/2022,Toronto Maple Leafs,4,Vegas Golden Knights,3,Toronto Maple Leafs,@,Vegas Golden Knights,Toronto Maple Leafs,Vegas Golden Knights,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/12/2022,Toronto Maple Leafs,1,Arizona Coyotes,2,Arizona Coyotes,,Toronto Maple Leafs,Arizona Coyotes,Toronto Maple Leafs,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/12/2022,Montreal Canadiens,1,Boston Bruins,5,Boston Bruins,,Montreal Canadiens,Boston Bruins,Montreal Canadiens,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/12/2022,Seattle Kraken,2,Dallas Stars,5,Dallas Stars,,Seattle Kraken,Dallas Stars,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/13/2022,Philadelphia Flyers,2,Boston Bruins,3,Boston Bruins,,Philadelphia Flyers,Boston Bruins,Philadelphia Flyers,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/13/2022,Columbus Blue Jackets,6,Carolina Hurricanes,0,Columbus Blue Jackets,@,Carolina Hurricanes,Carolina Hurricanes,Columbus Blue Jackets,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/13/2022,Ottawa Senators,4,Calgary Flames,1,Ottawa Senators,@,Calgary Flames,Calgary Flames,Ottawa Senators,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/13/2022,Montreal Canadiens,2,Chicago Blackhawks,3,Chicago Blackhawks,,Montreal Canadiens,Chicago Blackhawks,Montreal Canadiens,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
1/13/2022,Winnipeg Jets,3,Detroit Red Wings,0,Winnipeg Jets,@,Detroit Red Wings,Detroit Red Wings,Winnipeg Jets,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
